datelastmodified,catalognumber,scientificname,kingdom,phylum,class,order,family,genus,subgenus,species,subspecies,yearcollected,monthcollected,daycollected,longitude,latitude,coordinateprecision,minimumdepth,maximumdepth,sex,lifestage,individualcount,observedindividualcount,observedweight,aphiaid,samplesize,occurrenceid,datasetid,season,dataprovider_id,aphiaidaccepted,scientificname_accepted,taxonlsid
2018-03-26T02:00:00,IOF_phyto_composition_1768,"Chaetoceros sp.",Chromista,Ochrophyta,Bacillariophyceae,"Chaetocerotanae incertae sedis",Chaetocerotaceae,Chaetoceros,,,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=148985,,IOF_phyto_composition_1768,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,148985,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985
2018-03-26T02:00:00,IOF_phyto_composition_1773,"Rhizosolenia sp.",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,,,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149069,,IOF_phyto_composition_1773,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149069,Rhizosolenia,urn:lsid:marinespecies.org:taxname:149069
2018-03-26T02:00:00,IOF_phyto_composition_1775,"Thalassionema sp.",Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,,,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149092,,IOF_phyto_composition_1775,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149092,Thalassionema,urn:lsid:marinespecies.org:taxname:149092
2018-03-26T02:00:00,IOF_phyto_composition_1767,"Chaetoceros danicus",Chromista,Ochrophyta,Bacillariophyceae,"Chaetocerotanae incertae sedis",Chaetocerotaceae,Chaetoceros,,danicus,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149120,,IOF_phyto_composition_1767,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149120,"Chaetoceros danicus",urn:lsid:marinespecies.org:taxname:149120
2018-03-26T02:00:00,IOF_phyto_composition_1769,"Navicula sp.",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,,,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149142,,IOF_phyto_composition_1769,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149142,Navicula,urn:lsid:marinespecies.org:taxname:149142
2018-03-26T02:00:00,IOF_phyto_composition_1772,"Pseudo-nitzschia spp.",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,,,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149151,,IOF_phyto_composition_1772,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149151,Pseudo-nitzschia,urn:lsid:marinespecies.org:taxname:149151
2018-03-26T02:00:00,IOF_phyto_composition_1771,"Proboscia alata",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,,alata,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149168,,IOF_phyto_composition_1771,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149168,"Proboscia alata",urn:lsid:marinespecies.org:taxname:149168
2018-03-26T02:00:00,IOF_phyto_composition_1766,"Chaetoceros atlanticus",Chromista,Ochrophyta,Bacillariophyceae,"Chaetocerotanae incertae sedis",Chaetocerotaceae,Chaetoceros,,atlanticus,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149288,,IOF_phyto_composition_1766,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149288,"Chaetoceros atlanticus",urn:lsid:marinespecies.org:taxname:149288
2018-03-26T02:00:00,IOF_phyto_composition_1786,"Dictyocha fibula",Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,,fibula,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=157463,,IOF_phyto_composition_1786,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,157463,"Dictyocha fibula",urn:lsid:marinespecies.org:taxname:157463
2018-03-26T02:00:00,IOF_phyto_composition_1783,"Oxytoxum variabile",Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,,variabile,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=233868,,IOF_phyto_composition_1783,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,233868,"Oxytoxum variabile",urn:lsid:marinespecies.org:taxname:233868
2018-03-26T02:00:00,IOF_phyto_composition_1785,"Coccolithophora sp.",Protozoa,,,,,Coccolithophora,,,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=235993,,IOF_phyto_composition_1785,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,235993,Coccolithophora,urn:lsid:marinespecies.org:taxname:235993
2018-03-26T02:00:00,IOF_phyto_composition_1774,"Thalassionema nitzschioides",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,,nitzschioides,,2008,5,14,17.66833333,42.26833333,,0,200,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149093,,IOF_phyto_composition_1774,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,985570,"Synedra nitzschioides f. nitzschioides",urn:lsid:marinespecies.org:taxname:149093
2018-01-30T01:00:00,IOF_phyto_composition_4727,"Dinoflagellata < 20µm",Chromista,Myzozoa,,,,,,,,2015,1,27,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=146203,,IOF_phyto_composition_4727,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,146203,Dinoflagellata,urn:lsid:marinespecies.org:taxname:146203
2018-01-30T01:00:00,IOF_phyto_composition_4757,"Dinoflagellata < 20µm",Chromista,Myzozoa,,,,,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=146203,,IOF_phyto_composition_4757,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,146203,Dinoflagellata,urn:lsid:marinespecies.org:taxname:146203
2018-01-30T01:00:00,IOF_phyto_composition_4728,"Nanoflagellates spp.",,,,,,,,,,2015,1,27,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,IOF_phyto_composition_4728,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,1,,urn:lsid:marinespecies.org:taxname:1
2018-01-30T01:00:00,IOF_phyto_composition_4741,"Nanoflagellates spp.",,,,,,,,,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,IOF_phyto_composition_4741,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,1,,urn:lsid:marinespecies.org:taxname:1
2018-01-30T01:00:00,IOF_phyto_composition_4761,"Nanoflagellates spp.",,,,,,,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1,,IOF_phyto_composition_4761,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,1,,urn:lsid:marinespecies.org:taxname:1
2018-01-30T01:00:00,IOF_phyto_composition_4759,"Eutreptiella sp.",Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptiella,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=17657,,IOF_phyto_composition_4759,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,17657,Eutreptiella,urn:lsid:marinespecies.org:taxname:17657
2018-01-30T01:00:00,IOF_phyto_composition_4753,"Alexandrium sp.",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=109470,,IOF_phyto_composition_4753,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,109470,Alexandrium,urn:lsid:marinespecies.org:taxname:109470
2018-01-30T01:00:00,IOF_phyto_composition_4754,"Gymnodinium sp.",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=109475,,IOF_phyto_composition_4754,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,109475,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475
2018-01-30T01:00:00,IOF_phyto_composition_4738,"Gymnodinium sp.",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,,,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=109475,,IOF_phyto_composition_4738,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,109475,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475
2018-01-30T01:00:00,IOF_phyto_composition_4751,"Alexandrium minutum",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,,minutum,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=109711,,IOF_phyto_composition_4751,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,109711,"Alexandrium minutum",urn:lsid:marinespecies.org:taxname:109711
2018-01-30T01:00:00,IOF_phyto_composition_4752,"Alexandrium tamarense",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,,tamarense,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=109714,,IOF_phyto_composition_4752,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,109714,"Alexandrium tamarense",urn:lsid:marinespecies.org:taxname:109714
2018-01-30T01:00:00,IOF_phyto_composition_4755,"Gyrodinium fusiforme",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,fusiforme,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=109856,,IOF_phyto_composition_4755,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,109856,"Gyrodinium fusiforme",urn:lsid:marinespecies.org:taxname:109856
2018-01-30T01:00:00,IOF_phyto_composition_4737,"Ceratium fusus",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,,fusus,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=109951,,IOF_phyto_composition_4737,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,109951,"Ceratium fusus",urn:lsid:marinespecies.org:taxname:109951
2018-01-30T01:00:00,IOF_phyto_composition_4756,"Prorocentrum triestinum",Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,triestinum,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=110316,,IOF_phyto_composition_4756,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,110316,"Prorocentrum triestinum",urn:lsid:marinespecies.org:taxname:110316
2018-01-30T01:00:00,IOF_phyto_composition_4749,"Pennatae indeterm",Chromista,Ochrophyta,Bacillariophyceae,,,,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=148899,,IOF_phyto_composition_4749,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,148899,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899
2018-01-30T01:00:00,IOF_phyto_composition_4733,"Pennatae indeterm",Chromista,Ochrophyta,Bacillariophyceae,,,,,,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=148899,,IOF_phyto_composition_4733,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,148899,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899
2018-01-30T01:00:00,IOF_phyto_composition_4744,"Cyclotella sp.",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=148905,,IOF_phyto_composition_4744,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,148905,Cyclotella,urn:lsid:marinespecies.org:taxname:148905
2018-01-30T01:00:00,IOF_phyto_composition_4742,"Chaetoceros sp.",Chromista,Ochrophyta,Bacillariophyceae,"Chaetocerotanae incertae sedis",Chaetocerotaceae,Chaetoceros,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=148985,,IOF_phyto_composition_4742,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,148985,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985
2018-01-30T01:00:00,IOF_phyto_composition_4743,"Cocconeis sp.",Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=148989,,IOF_phyto_composition_4743,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,148989,Cocconeis,urn:lsid:marinespecies.org:taxname:148989
2018-01-30T01:00:00,IOF_phyto_composition_4724,"Cocconeis sp.",Chromista,Ochrophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,,,,2015,1,27,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=148989,,IOF_phyto_composition_4724,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,148989,Cocconeis,urn:lsid:marinespecies.org:taxname:148989
2018-01-30T01:00:00,IOF_phyto_composition_4730,"Cylindrotheca closterium",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,,closterium,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149004,,IOF_phyto_composition_4730,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,149004,"Cylindrotheca closterium",urn:lsid:marinespecies.org:taxname:149004
2018-01-30T01:00:00,IOF_phyto_composition_4745,"Cylindrotheca closterium",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,,closterium,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149004,,IOF_phyto_composition_4745,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149004,"Cylindrotheca closterium",urn:lsid:marinespecies.org:taxname:149004
2018-01-30T01:00:00,IOF_phyto_composition_4748,"Navicula sp.",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,,,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149142,,IOF_phyto_composition_4748,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149142,Navicula,urn:lsid:marinespecies.org:taxname:149142
2018-01-30T01:00:00,IOF_phyto_composition_4732,"Navicula sp.",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,,,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149142,,IOF_phyto_composition_4732,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,149142,Navicula,urn:lsid:marinespecies.org:taxname:149142
2018-01-30T01:00:00,IOF_phyto_composition_4735,"Pseudo-nitzschia delicatissima",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,,delicatissima,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149153,,IOF_phyto_composition_4735,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,149153,"Pseudo-nitzschia delicatissima",urn:lsid:marinespecies.org:taxname:149153
2018-01-30T01:00:00,IOF_phyto_composition_4726,"Pseudo-nitzschia delicatissima",Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,,delicatissima,,2015,1,27,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149153,,IOF_phyto_composition_4726,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,149153,"Pseudo-nitzschia delicatissima",urn:lsid:marinespecies.org:taxname:149153
2018-01-30T01:00:00,IOF_phyto_composition_4750,"Proboscia alata",Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,,alata,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149168,,IOF_phyto_composition_4750,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149168,"Proboscia alata",urn:lsid:marinespecies.org:taxname:149168
2018-01-30T01:00:00,IOF_phyto_composition_4734,"Pleurosigma sp.",Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Pleurosigma,,,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149181,,IOF_phyto_composition_4734,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,149181,Pleurosigma,urn:lsid:marinespecies.org:taxname:149181
2018-01-30T01:00:00,IOF_phyto_composition_4729,"Chaetoceros affinis",Chromista,Ochrophyta,Bacillariophyceae,"Chaetocerotanae incertae sedis",Chaetocerotaceae,Chaetoceros,,affinis,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149241,,IOF_phyto_composition_4729,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,149241,"Chaetoceros affinis",urn:lsid:marinespecies.org:taxname:149241
2018-01-30T01:00:00,IOF_phyto_composition_4746,"Grammatophora oceanica",Chromista,Ochrophyta,Bacillariophyceae,Striatellales,Striatellaceae,Grammatophora,,oceanica,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149339,,IOF_phyto_composition_4746,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,149339,"Grammatophora oceanica",urn:lsid:marinespecies.org:taxname:149339
2018-01-30T01:00:00,IOF_phyto_composition_4731,"Licmophora sp.",Chromista,Ochrophyta,Bacillariophyceae,Licmophorales,Licmophoraceae,Licmophora,,,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149342,,IOF_phyto_composition_4731,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,149342,Licmophora,urn:lsid:marinespecies.org:taxname:149342
2018-01-30T01:00:00,IOF_phyto_composition_4740,"Hillea fusiformis",Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,,fusiformis,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=178567,,IOF_phyto_composition_4740,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,178567,"Hillea fusiformis",urn:lsid:marinespecies.org:taxname:178567
2018-01-30T01:00:00,IOF_phyto_composition_4760,"Hillea fusiformis",Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,,fusiformis,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=178567,,IOF_phyto_composition_4760,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,178567,"Hillea fusiformis",urn:lsid:marinespecies.org:taxname:178567
2018-01-30T01:00:00,IOF_phyto_composition_4739,"Syracosphaera pulchra",Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaeraceae,Syracosphaera,,pulchra,,2015,3,2,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=235979,,IOF_phyto_composition_4739,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,235979,"Syracosphaera pulchra",urn:lsid:marinespecies.org:taxname:235979
2018-01-30T01:00:00,IOF_phyto_composition_4725,"Coccolithophora sp.",Protozoa,,,,,Coccolithophora,,,,2015,1,27,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=235993,,IOF_phyto_composition_4725,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,winter,1073,235993,Coccolithophora,urn:lsid:marinespecies.org:taxname:235993
2018-01-30T01:00:00,IOF_phyto_composition_4758,"Eutreptia lanowii",Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptia,,lanowii,,2015,5,19,18.1330667,42.6708583,,0,3,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=248120,,IOF_phyto_composition_4758,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=5718,spring,1073,248120,"Eutreptia lanowii",urn:lsid:marinespecies.org:taxname:248120
